     -6.1131341114 a         1     0     1     1     1
     10.7149664935 a         2     0     1     1     2
     13.8802925233 a         3     0     1     1     3
      6.6300058230 a         4     0     1     1     4
     10.2559282664 a         5     0     1     1     5
     -1.1708072204 a         6     0     1     1     6
     10.0233772450 a         7     0     1     1     7
      8.4593897180 a         8     0     1     1     8
      2.3281216303 a         9     0     1     1     9
    -19.7429751427 a        10     0     1     1    10
      4.3816128021 a        11     0     1     1    11
     -7.5397850956 a        12     0     1     1    12
      7.0782929054 a        13     0     1     1    13
     -3.8003257986 a        14     0     1     1    14
    -10.8334103554 a        15     0     1     1    15
    -12.9322148564 a        16     0     1     1    16
     -1.0588751975 a        17     0     1     1    17
     -4.4217562169 a        18     0     1     1    18
      2.2355470962 a        19     0     1     1    19
     -2.7400380244 a        20     0     1     1    20
      6.4955719097 a        21     0     1     1    21
    -11.6431731016 a        22     0     1     1    22
     -0.2866599897 a        23     0     1     1    23
     -4.9144712430 a        24     0     1     1    24
      2.7923524638 a        25     0     1     1    25
      5.0213922002 a        26     0     2     1     1
     -0.3563775472 a        27     0     2     1     2
     -0.6502046967 a        28     0     2     1     3
     -0.8769374643 a        29     0     2     1     4
      1.5718597886 a        30     0     2     1     5
      2.1470550176 a        31     0     2     1     6
      4.6990237564 a        32     0     2     1     7
      4.1155888480 a        33     0     2     1     8
      0.8844517949 a        34     0     2     1     9
      5.3889867028 a        35     0     2     1    10
     -2.8058174683 a        36     0     2     1    11
      6.0970856785 a        37     0     2     1    12
      7.0422077839 a        38     0     2     1    13
     -2.9189460034 a        39     0     2     1    14
     -6.6498361311 a        40     0     2     1    15
      7.2918011795 a        41     0     2     1    16
      4.3180880780 a        42     0     2     1    17
      2.1115440179 a        43     0     2     1    18
      5.3622522967 a        44     0     2     1    19
      2.5916415613 a        45     0     2     1    20
      1.3319346262 a        46     0     2     1    21
     -0.1270545964 a        47     0     2     1    22
      7.4667845311 a        48     0     2     1    23
     -1.3294446987 a        49     0     2     1    24
     -1.8761060381 a        50     0     2     1    25
      4.0911853009 a        51     0     3     1     1
     -2.9647455987 a        52     0     3     1     2
      0.9151827033 a        53     0     3     1     3
     -3.4547496263 a        54     0     3     1     4
      2.8020499728 a        55     0     3     1     5
      8.5938319272 a        56     0     3     1     6
     -0.5859796246 a        57     0     3     1     7
      4.3506217150 a        58     0     3     1     8
      4.3545829794 a        59     0     3     1     9
     -2.3978974852 a        60     0     3     1    10
     -3.9351300497 a        61     0     3     1    11
      3.9414752323 a        62     0     3     1    12
     -2.5752896231 a        63     0     3     1    13
     -1.2995335981 a        64     0     3     1    14
      3.7925111154 a        65     0     3     1    15
      1.7445649763 a        66     0     3     1    16
     -2.2757391963 a        67     0     3     1    17
      2.7269090320 a        68     0     3     1    18
      3.5325336325 a        69     0     3     1    19
     -5.1308878405 a        70     0     3     1    20
     -3.4957591767 a        71     0     3     1    21
     -2.3098113671 a        72     0     3     1    22
      6.2710464327 a        73     0     3     1    23
     12.4332362635 a        74     0     3     1    24
     -6.8942704222 a        75     0     3     1    25
     11.2926321974 a        76     0     4     1     1
      0.4375416697 a        77     0     4     1     2
     -0.3011025675 a        78     0     4     1     3
     -7.4819841248 a        79     0     4     1     4
     -1.1713844894 a        80     0     4     1     5
      5.4413329302 a        81     0     4     1     6
      3.2183194796 a        82     0     4     1     7
      5.8438193242 a        83     0     4     1     8
      3.7743809771 a        84     0     4     1     9
      1.4965469891 a        85     0     4     1    10
     -8.1576232734 a        86     0     4     1    11
     13.9416565262 a        87     0     4     1    12
      2.6930741354 a        88     0     4     1    13
     -4.6816395838 a        89     0     4     1    14
     -1.0824443721 a        90     0     4     1    15
      6.0039269262 a        91     0     4     1    16
      4.4127318351 a        92     0     4     1    17
      3.9395596904 a        93     0     4     1    18
      6.1092122014 a        94     0     4     1    19
      1.0359703402 a        95     0     4     1    20
      0.4261249967 a        96     0     4     1    21
     -2.9795984379 a        97     0     4     1    22
      1.5892227953 a        98     0     4     1    23
      5.3689344994 a        99     0     4     1    24
     -2.4371374784 a       100     0     4     1    25
      2.4000156920 a       101     0     5     1     1
     -3.5587883762 a       102     0     5     1     2
     -0.3620615766 a       103     0     5     1     3
     -2.8404974658 a       104     0     5     1     4
     -2.7406646398 a       105     0     5     1     5
      8.6435818465 a       106     0     5     1     6
    -12.8552306322 a       107     0     5     1     7
      1.2352113781 a       108     0     5     1     8
      3.7108327845 a       109     0     5     1     9
     -2.4513528419 a       110     0     5     1    10
     -7.7424551898 a       111     0     5     1    11
      7.6854876120 a       112     0     5     1    12
     -7.3701034040 a       113     0     5     1    13
      1.7202727292 a       114     0     5     1    14
      9.4001680937 a       115     0     5     1    15
      3.5762248550 a       116     0     5     1    16
     -1.2942444949 a       117     0     5     1    17
      1.0031971210 a       118     0     5     1    18
      5.6041947479 a       119     0     5     1    19
     -1.8440555967 a       120     0     5     1    20
     -0.9531253608 a       121     0     5     1    21
     -1.5643907220 a       122     0     5     1    22
     -2.1971058423 a       123     0     5     1    23
     13.7115793766 a       124     0     5     1    24
     -3.4792351864 a       125     0     5     1    25
     12.1679049714 a       126     0     6     1     1
      3.9205893278 a       127     0     6     1     2
     -1.2607868203 a       128     0     6     1     3
     -8.1886303908 a       129     0     6     1     4
     -1.6347507104 a       130     0     6     1     5
      6.6004322175 a       131     0     6     1     6
      3.6810535954 a       132     0     6     1     7
      5.7177607210 a       133     0     6     1     8
      2.8275242442 a       134     0     6     1     9
      2.6540537033 a       135     0     6     1    10
     -5.8818453308 a       136     0     6     1    11
     14.8114770104 a       137     0     6     1    12
      2.4019252109 a       138     0     6     1    13
     -3.9763154136 a       139     0     6     1    14
     -2.8339538133 a       140     0     6     1    15
      6.3984493734 a       141     0     6     1    16
      4.3390913545 a       142     0     6     1    17
      3.3607837973 a       143     0     6     1    18
      5.7773607440 a       144     0     6     1    19
      2.4670248076 a       145     0     6     1    20
      2.7395811085 a       146     0     6     1    21
      0.0394049282 a       147     0     6     1    22
      2.2116270433 a       148     0     6     1    23
      3.5555166377 a       149     0     6     1    24
     -1.8370348474 a       150     0     6     1    25
     -4.9124171020 a       151     0     7     1     1
      3.1320187533 a       152     0     7     1     2
      0.9659858020 a       153     0     7     1     3
      4.7025873549 a       154     0     7     1     4
     -0.7789517666 a       155     0     7     1     5
      7.0084547313 a       156     0     7     1     6
    -16.4629536805 a       157     0     7     1     7
     -2.2959176346 a       158     0     7     1     8
      1.0970582327 a       159     0     7     1     9
     -1.0028824334 a       160     0     7     1    10
     -1.6104560063 a       161     0     7     1    11
      5.8745966246 a       162     0     7     1    12
     -0.5670996329 a       163     0     7     1    13
      1.3552256508 a       164     0     7     1    14
      3.7612303993 a       165     0     7     1    15
      2.2793219081 a       166     0     7     1    16
     -1.2650434632 a       167     0     7     1    17
     -1.1779976781 a       168     0     7     1    18
      4.5088065099 a       169     0     7     1    19
      3.6545946030 a       170     0     7     1    20
      1.5973883437 a       171     0     7     1    21
      1.7403389730 a       172     0     7     1    22
     -1.8026963821 a       173     0     7     1    23
      3.7219470169 a       174     0     7     1    24
      0.9187538270 a       175     0     7     1    25
      6.8445785180 a       176     0     8     1     1
      7.8803867354 a       177     0     8     1     2
      2.8264360475 a       178     0     8     1     3
     -3.1839299605 a       179     0     8     1     4
     -0.9957207598 a       180     0     8     1     5
      4.2189599694 a       181     0     8     1     6
      1.4650828833 a       182     0     8     1     7
      5.3615462452 a       183     0     8     1     8
      1.5879444382 a       184     0     8     1     9
     -0.2354660050 a       185     0     8     1    10
     -2.7279652393 a       186     0     8     1    11
     12.2031817222 a       187     0     8     1    12
      5.5464272416 a       188     0     8     1    13
     -2.8357622575 a       189     0     8     1    14
     -5.0888767868 a       190     0     8     1    15
      3.2644475659 a       191     0     8     1    16
      4.3927919006 a       192     0     8     1    17
      1.6288141886 a       193     0     8     1    18
      3.5884061424 a       194     0     8     1    19
      3.1359836277 a       195     0     8     1    20
      5.8659596574 a       196     0     8     1    21
     -0.9585539135 a       197     0     8     1    22
     -3.4056027951 a       198     0     8     1    23
     -2.0162016812 a       199     0     8     1    24
      1.3323848663 a       200     0     8     1    25
     -6.4308140786 a       201     0     9     1     1
     11.6903973987 a       202     0     9     1     2
      3.2537628867 a       203     0     9     1     3
     11.4075244663 a       204     0     9     1     4
      6.9942942154 a       205     0     9     1     5
      5.9119676860 a       206     0     9     1     6
     -6.4329185516 a       207     0     9     1     7
     -3.0994180316 a       208     0     9     1     8
     -0.7066167628 a       209     0     9     1     9
      1.9129694283 a       210     0     9     1    10
      9.7176698403 a       211     0     9     1    11
      1.5004314264 a       212     0     9     1    12
     11.8947448296 a       213     0     9     1    13
     -2.3726560473 a       214     0     9     1    14
     -7.7478093043 a       215     0     9     1    15
     -0.4868541268 a       216     0     9     1    16
     -0.2540747200 a       217     0     9     1    17
     -0.6853679458 a       218     0     9     1    18
      3.1671062656 a       219     0     9     1    19
      7.1604509830 a       220     0     9     1    20
      5.7126088673 a       221     0     9     1    21
      6.1296475416 a       222     0     9     1    22
      6.9521452676 a       223     0     9     1    23
    -11.9132805027 a       224     0     9     1    24
      4.4422719910 a       225     0     9     1    25
     -1.3121777834 a       226     0    10     1     1
     11.8205556333 a       227     0    10     1     2
      5.6796371281 a       228     0    10     1     3
      3.9439784786 a       229     0    10     1     4
     -0.1124305479 a       230     0    10     1     5
     -1.9262276149 a       231     0    10     1     6
     -4.2810869133 a       232     0    10     1     7
      2.7335299427 a       233     0    10     1     8
      1.4697199001 a       234     0    10     1     9
     -7.3303132472 a       235     0    10     1    10
      0.0552885177 a       236     0    10     1    11
      6.3767048707 a       237     0    10     1    12
      7.3303968988 a       238     0    10     1    13
     -1.1841646782 a       239     0    10     1    14
     -8.2430231885 a       240     0    10     1    15
     -3.3460154126 a       241     0    10     1    16
      3.5469899143 a       242     0    10     1    17
     -2.5808741092 a       243     0    10     1    18
      0.3780729853 a       244     0    10     1    19
      3.1755362455 a       245     0    10     1    20
      6.0162299224 a       246     0    10     1    21
     -0.3794961167 a       247     0    10     1    22
     -8.9021622767 a       248     0    10     1    23
     -8.1622912905 a       249     0    10     1    24
      3.8488066269 a       250     0    10     1    25
      2.0431739762 a       251     0    11     1     1
      0.1557975175 a       252     0    11     1     2
      0.7802308793 a       253     0    11     1     3
      6.6590304053 a       254     0    11     1     4
      4.0124717044 a       255     0    11     1     5
     -0.2127414440 a       256     0    11     1     6
     -0.3625939793 a       257     0    11     1     7
      6.5012594968 a       258     0    11     1     8
     -1.5686780650 a       259     0    11     1     9
     -2.8062151933 a       260     0    11     1    10
      3.1339323583 a       261     0    11     1    11
     -7.1116021289 a       262     0    11     1    12
      7.1931330939 a       263     0    11     1    13
      2.5295899955 a       264     0    11     1    14
     -1.3581895606 a       265     0    11     1    15
     -2.1782791205 a       266     0    11     1    16
     -6.6542998760 a       267     0    11     1    17
     -2.7780257238 a       268     0    11     1    18
      3.0139867741 a       269     0    11     1    19
      3.7931673317 a       270     0    11     1    20
      6.0207215522 a       271     0    11     1    21
     -6.2872715074 a       272     0    11     1    22
      2.0444802840 a       273     0    11     1    23
    -10.4163012748 a       274     0    11     1    24
      1.0766318353 a       275     0    11     1    25
     -3.7093962108 a       276     0    12     1     1
     13.8957075321 a       277     0    12     1     2
      3.6912277708 a       278     0    12     1     3
      5.7698386524 a       279     0    12     1     4
      3.7856261236 a       280     0    12     1     5
      0.0534000345 a       281     0    12     1     6
     -6.2023587600 a       282     0    12     1     7
     -0.0536321790 a       283     0    12     1     8
      4.5352225184 a       284     0    12     1     9
      1.3051847509 a       285     0    12     1    10
      4.6154572175 a       286     0    12     1    11
      2.9883238616 a       287     0    12     1    12
      6.4460619758 a       288     0    12     1    13
     -2.7126975482 a       289     0    12     1    14
    -12.0659961765 a       290     0    12     1    15
     -1.9523345821 a       291     0    12     1    16
      3.2329723885 a       292     0    12     1    17
      2.1720013999 a       293     0    12     1    18
     -0.7190639269 a       294     0    12     1    19
      3.6879411078 a       295     0    12     1    20
      0.4020241690 a       296     0    12     1    21
      2.1984948282 a       297     0    12     1    22
      0.6558019721 a       298     0    12     1    23
     -5.2666367508 a       299     0    12     1    24
     -0.3380698338 a       300     0    12     1    25
     -2.5950097792 a       301     0    13     1     1
     16.0539412304 a       302     0    13     1     2
     -0.6554589806 a       303     0    13     1     3
