   1    1        0.593551731       6.279931272       2.883429987
   1    2        2.967957719      13.792420096       7.500579461
   1    3        0.291104249       4.576267737       1.767115001
   1    4        1.826715218       9.916225649       5.357666388
   1    5        0.133872256       3.418827233       1.044703246
   1    6        1.123761759       7.312943855       3.855964941
   1    7        0.042786457       2.357129256       0.491314531
   1    8        0.592127945       5.017332376       2.514229076
   1    9        0.006722134       1.424541049       0.152481792
   1   10        0.157983309       3.073143600       1.374528914
   1   11        0.000379859       0.774285217       0.029456609
   1   12        0.021865876       1.617223175       0.598811025
   1   13        0.000000215       0.277745188       0.001481298
   1   14        0.000221146       0.478104785       0.095393393
   1   15        0.000000039       0.088879490       0.003574012
   1   16        0.001985326       3.496122947       0.230346280
   1   17        0.157134705      10.759152288       1.856020358
   1   18        0.291934960      15.823306541       4.089384610
   1   19        0.007448905       6.193373973       0.670731153
   1   20        0.973516267      28.167232777       7.451537159
   1   21        0.873241388      33.958544076       8.745142463
   1   22        0.000208358       1.294237514       0.031880621
   1   23        0.013305621       3.390697424       0.359795053
   1   24        0.030337916       5.707630586       1.291510704
   1   25        0.005154303       4.106701501       0.422345665
   1   26        0.772103095      20.575146743       5.579726028
   1   27        0.611883046      22.299284564       5.535634117
   1   28        0.000000101       0.558411001       0.001403240
   1   29        0.000140558       0.864755303       0.040894069
   1   30        0.000169507       1.643537918       0.283745208
   1   31        0.001826091       1.784012490       0.121612113
   1   32        0.429954156      11.350332059       3.003204630
   1   33        0.287343073      10.470722197       2.197511949
   1   34        0.000283700       1.729049543       0.066789696
   1   35        0.043792860       4.991807054       0.677660085
   1   36        0.106167203       8.204964801       1.875954503
   1   37        0.001088093       2.743881066       0.194141386
   1   38        0.294178553      13.508939752       2.941482734
   1   39        0.307605378      16.619317383       3.909248582
   1   40        0.000029545       0.666566423       0.009471547
   1   41        0.003222510       1.524329558       0.122507461
   1   42        0.009258007       2.902222966       0.580411852
   1   43        0.000759167       1.848663222       0.122473707
   1   44        0.229958310       9.687975984       2.236650551
   1   45        0.220326394      10.691946671       2.425357978
   1   46        0.000000016       0.350574864       0.000500300
   1   47        0.000032768       0.404163241       0.013538427
   1   48        0.000039109       0.812059365       0.121358214
   1   49        0.000297013       0.830005407       0.035759567
   1   50        0.131905646       5.302982274       1.222313564
   1   51        0.092297197       4.628719784       0.912037412
   2    1        0.877939249       7.186587493       3.736881541
   2    2        1.795503367      13.401751800       6.647800383
   2    3        0.439781461       5.388807301       2.669255719
   2    4        1.070199986       9.547175798       4.520248110
   2    5        0.194600254       4.126861480       1.921089468
   2    6        0.657223790       7.130670242       3.062991712
   2    7        0.058205091       3.019944568       1.252620051
   2    8        0.345156896       4.912146101       1.815152998
   2    9        0.008116880       1.963604682       0.684807321
   2   10        0.092494652       2.923805873       0.847382689
   2   11        0.000376887       1.093055125       0.298335066
   2   12        0.011550202       1.502788173       0.294502689
   2   13        0.000000229       0.399920410       0.047526169
   2   14        0.000086660       0.470898488       0.030551763
   2   15        0.000000000       0.092284286       0.001780617
   2   16        0.000000004       0.072221776       0.000687745
   2   17        0.008015768       5.634517009       0.974655284
   2   18        0.228101137      11.994080752       3.161724345
   2   19        0.036296141      15.241060757       2.265508774
   2   20        0.027774303       8.461822417       1.343914905
   2   21        1.231628220      32.609519362       9.626916200
   2   22        0.332043591      31.324362829       6.223247694
   2   23        0.000438516       2.245856207       0.367932154
   2   24        0.022132325       3.892571531       0.834048069
   2   25        0.002647237       5.326215655       0.550260550
   2   26        0.018414181       5.028096904       0.694356444
   2   27        0.919974700      22.974824546       6.821007242
   2   28        0.283832483      21.354804421       4.163786961
   2   29        0.000000203       0.746252788       0.082477918
   2   30        0.000203137       1.218539827       0.162658248
   2   31        0.000008262       1.465965428       0.093592549
   2   32        0.003212624       2.132043521       0.179591240
   2   33        0.491804943      11.812670536       3.323192781
   2   34        0.179830544       9.653874907       1.738146326
   2   35        0.001415169       3.102056201       0.403342952
   2   36        0.068068532       5.812219008       1.396073057
   2   37        0.009605136       7.710267561       0.901939072
   2   38        0.005051641       4.213855820       0.498207925
   2   39        0.379328267      16.144976244       4.368446532
   2   40        0.102283048      15.816128379       2.491654403
   2   41        0.000072053       1.242583926       0.161235923
   2   42        0.006258025       1.865160887       0.346292346
   2   43        0.000554349       2.611522740       0.211011723
   2   44        0.003358713       2.455979307       0.244705735
   2   45        0.285903334      11.372785379       3.089788895
   2   46        0.089024795       9.991411663       1.658599184
   2   47        0.000000029       0.498211172       0.036835508
   2   48        0.000042628       0.651910166       0.063983052
   2   49        0.000001482       0.696686443       0.034050744
   2   50        0.000826826       0.963731545       0.059726068
   2   51        0.154827718       5.743781167       1.461625631
   2   52        0.056767181       4.303857865       0.672361538
       -0.1764451868       -0.0700856858
